OBJECTID,School Name,District,School Type,Agency Type,Grade Range,Lowest Grade,Highest Grade,School Style,Charter?,Virtual?,CESA,District ID,School Code,DPI Unique Join Code,NCES Code,NCES District Code,NCES School Code,Full Address,Physical Street Address,City,State,ZIP Code,County of District Office,Locale Code,Locale,School Website,Wisconsin Assembly District,Wisconsin Senate District,US Congressional District,County (Physical),Latitude,Longitude,x,y
77,ASSATA High,Milwaukee,High School,Public school,09-12,09,12,Alternative,No,No,1,3619,1063,S36191063,550960000792,5509600,00792,"3517 W Courtland Ave  Milwaukee, WI 53209-5919",3517 W Courtland Ave,Milwaukee,WI,53209-5919,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,17,6,4,Milwaukee,43.10211361,-87.9572401,686228.3952,294179.6851
78,Athens Elementary,Athens,Elementary School,Public school,PK-05,K4,05,Regular,No,No,9,0196,0020,S01960020,550057000086,5500570,00086,"209 N Schlegel St  Athens, WI 54411",209 N Schlegel St,Athens,WI,54411,Marathon,42,Rural - Distant,https://www.athens1.org,69,23,7,Marathon,45.03437393,-90.07826656,513835.0874,506771.898800001
79,Athens High,Athens,High School,Public school,09-12,09,12,Regular,No,No,9,0196,0040,S01960040,550057000087,5500570,00087,"601 W Village Limits Rd  Athens, WI 54411-9552",601 W Village Limits Rd,Athens,WI,54411-9552,Marathon,42,Rural - Distant,https://www.athens1.org,69,23,7,Marathon,45.03001896,-90.08574361,513245.6218,506288.710200001
80,Athens Middle,Athens,Middle School,Public school,06-08,06,08,Regular,No,No,9,0196,0060,S01960060,550057000088,5500570,00088,"601 W Village Limits Rd  Athens, WI 54411-9552",601 W Village Limits Rd,Athens,WI,54411-9552,Marathon,42,Rural - Distant,https://www.athens1.org,69,23,7,Marathon,45.03001896,-90.08574361,513245.6218,506288.710200001
81,Atwater Elementary,Shorewood,Elementary School,Public school,PK-06,K4,06,Regular,No,No,1,5355,0020,S53550020,551380001809,5513800,01809,"2100 E Capitol Dr  Shorewood, WI 53211-2198",2100 E Capitol Dr,Shorewood,WI,53211-2198,Milwaukee,21,Suburb - Large,https://www.shorewoodschools.org,10,4,4,Milwaukee,43.09002814,-87.88376762,692241.2411,292985.8716
82,Auburndale Elementary,Auburndale,Elementary School,Public school,PK-05,K4,05,Regular,No,No,5,0203,0040,S02030040,550060000090,5500600,00090,"10564 School Ave  Auburndale, WI 54412",10564 School Ave,Auburndale,WI,54412,Wood,42,Rural - Distant,https://www.aubschools.com,86,29,7,Wood,44.62925587,-90.010884,519136.6607,461766.8268
83,Auburndale High,Auburndale,High School,Public school,06-12,06,12,Regular,No,No,5,0203,0060,S02030060,550060000091,5500600,00091,"10629 North Rd  Auburndale, WI 54412",10629 North Rd,Auburndale,WI,54412,Wood,42,Rural - Distant,https://www.aubschools.com,86,29,7,Wood,44.63145855,-90.00681681,519459.2979,462011.4652
84,Audubon Technology and Communication High,Milwaukee,High School,Public school,09-12,09,12,Regular,No,No,1,3619,0434,S36190434,550960002782,5509600,02782,"3300 S 39th St  Milwaukee, WI 53215-4019",3300 S 39th St,Milwaukee,WI,53215-4019,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,7,3,4,Milwaukee,42.98421054,-87.96231854,686133.1018,281076.0118
85,Audubon Technology and Communication Middle,Milwaukee,Middle School,Public school,06-08,06,08,Regular,No,No,1,3619,0041,S36190041,550960001123,5509600,01123,"3300 S 39th St  Milwaukee, WI 53215-4019",3300 S 39th St,Milwaukee,WI,53215-4019,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,7,3,4,Milwaukee,42.98421054,-87.96231854,686133.1018,281076.0118
86,Auer Avenue Elementary,Milwaukee,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,3619,0077,S36190077,550960001124,5509600,01124,"2319 W Auer Ave  Milwaukee, WI 53206-1735",2319 W Auer Ave,Milwaukee,WI,53206-1735,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,16,6,4,Milwaukee,43.0765954,-87.9416452,687567.037,291376.8091
87,Augusta Elementary,Augusta,Elementary School,Public school,PK-05,K4,05,Regular,No,No,10,0217,0020,S02170020,550063000092,5500630,00092,"E19320 Bartig Rd  Augusta, WI 54722-7501",E19320 Bartig Rd,Augusta,WI,54722-7501,Eau Claire,42,Rural - Distant,https://www.augusta.k12.wi.us,91,31,3,Eau Claire,44.68517965,-91.13866451,429765.6536,468609.3824
88,Augusta High,Augusta,High School,Public school,09-12,09,12,Regular,No,No,10,0217,0040,S02170040,550063000093,5500630,00093,"E19320 Bartig Rd  Augusta, WI 54722-7501",E19320 Bartig Rd,Augusta,WI,54722-7501,Eau Claire,42,Rural - Distant,https://www.augusta.k12.wi.us,91,31,3,Eau Claire,44.68529451,-91.14127947,429558.607,468625.041300001
89,Augusta Middle,Augusta,Middle School,Public school,06-08,06,08,Regular,No,No,10,0217,0200,S02170200,550063002585,5500630,02585,"E19320 Bartig Rd  Augusta, WI 54722-7501",E19320 Bartig Rd,Augusta,WI,54722-7501,Eau Claire,42,Rural - Distant,https://www.augusta.k12.wi.us,91,31,3,Eau Claire,44.68529451,-91.14127947,429558.607,468625.041300001
90,BA Kennedy School,Prairie du Chien Area,Elementary School,Public school,PK-02,K4,02,Regular,No,No,3,4543,0010,S45430010,551215002508,5512150,02508,"420 Wacouta Ave  Prairie du Chien, WI 53821-1924",420 Wacouta Ave,Prairie du Chien,WI,53821-1924,Crawford,33,Town - Remote,https://www.pdc.k12.wi.us,49,17,3,Crawford,43.04717524,-91.14448577,426785.8167,286689.078500001
91,Badger Elementary,Appleton Area,Elementary School,Public school,PK-05,KG,05,Regular,No,No,6,0147,0060,S01470060,550039000049,5500390,00049,"501 S Bluemound Dr  Appleton, WI 54914-4134",501 S Bluemound Dr,Appleton,WI,54914-4134,Outagamie,22,Suburb - Midsize,https://www.aasd.k12.wi.us,55,19,8,Outagamie,44.25815875,-88.45663117,643200.8428,421704.7862
92,Badger High,Lake Geneva-Genoa City UHS,High School,Public school,09-12,09,12,Regular,No,No,2,2884,0020,S28840020,550765000884,5507650,00884,"220 E South St  Lake Geneva, WI 53147-2436",220 E South St,Lake Geneva,WI,53147-2436,Walworth,32,Town - Distant,https://lakegenevaschools.com,33,11,1,Walworth,42.57314554,-88.41998434,649673.775,234624.887700001
93,Badger Middle,West Bend,Middle School,Public school,07-08,07,08,Regular,No,No,6,6307,0010,S63070010,551629002125,5516290,02125,"727 S 6th Ave  West Bend, WI 53095-3968",727 S 6th Ave,West Bend,WI,53095-3968,Washington,32,Town - Distant,https://www.west-bend.k12.wi.us,58,20,5,Washington,43.41381546,-88.1820771,667179.0437,328374.937000001
94,Badger Ridge Middle,Verona Area,Middle School,Public school,06-08,06,08,Regular,No,No,2,5901,0120,S59010120,551533001973,5515330,01973,"300 Richard Street  Verona, WI 53593",300 Richard Street,Verona,WI,53593,Dane,21,Suburb - Large,https://brms.verona.k12.wi.us/,80,27,2,Dane,42.995379,-89.53753632,557697.5064,280405.392100001
95,Badger Rock Middle,Madison Metropolitan,Middle School,Public school,06-08,06,08,Regular,Yes,No,2,3269,0200,S32690200,550852002866,5508520,02866,"509 E Badger Rd  Madison, WI 53713",509 E Badger Rd,Madison,WI,53713,Dane,11,City - Large,https://badgerrock.madison.k12.wi.us/,78,26,2,Dane,43.03773622,-89.37737868,570717.8395,285193.4275
96,Baird Elementary,Green Bay Area Public,Elementary School,Public school,PK-05,K4,05,Regular,No,No,7,2289,0030,S22890030,550582000611,5505820,00611,"539 Laverne Dr  Green Bay, WI 54311-5720",539 Laverne Dr,Green Bay,WI,54311-5720,Brown,12,City - Midsize,https://www.gbaps.org,90,30,8,Brown,44.510968,-87.93337824,684261.6396,450704.718699999
97,Baldwin-Woodville High,Baldwin-Woodville Area,High School,Public school,09-12,09,12,Regular,No,No,11,0231,0040,S02310040,550072000094,5500720,00094,"1000 13th Ave  Baldwin, WI 54002",1000 13th Ave,Baldwin,WI,54002,Saint Croix,42,Rural - Distant,https://www.bwsd.k12.wi.us,28,10,7,Saint Croix,44.96661954,-92.37960516,332341.7076,501996.986199999
98,Bangor Elementary,Bangor,Elementary School,Public school,PK-05,K4,05,Regular,No,No,4,0245,0020,S02450020,550078000100,5500780,00100,"701 14th Ave S  Bangor, WI 54614",701 14th Ave S,Bangor,WI,54614,La Crosse,42,Rural - Distant,https://www.bangor.k12.wi.us,95,32,3,La Crosse,43.88775932,-90.98528013,440857.1181,379878.4079
99,Bangor Middle/High,Bangor,High School,Public school,06-12,06,12,Regular,No,No,4,0245,0040,S02450040,550078000101,5500780,00101,"700 10th Ave S  Bangor, WI 54614",700 10th Ave S,Bangor,WI,54614,La Crosse,42,Rural - Distant,https://www.bangor.k12.wi.us,95,32,3,La Crosse,43.88786557,-90.98274483,441060.9084,379887.7839
100,Bannach Elementary,Stevens Point Area Public,Elementary School,Public school,PK-06,KG,06,Regular,No,No,5,5607,0050,S56070050,551449002452,5514490,02452,"5400 Walter St  Stevens Point, WI 54482",5400 Walter St,Stevens Point,WI,54482,Portage,32,Town - Distant,https://www.pointschools.net,71,24,3,Portage,44.52821262,-89.51780961,558314.5692,450656.0374
101,Banner Preparatory School of Milwaukee,Milwaukee,High School,Public school,06-12,06,12,Alternative,No,No,1,3619,0432,S36190432,550960002707,5509600,02707,"3517A W Courtland Ave  Milwaukee, WI 53209-5919",3517A W Courtland Ave,Milwaukee,WI,53209-5919,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,17,6,4,Milwaukee,43.10211361,-87.9572401,686228.3952,294179.6851
102,Banta Bilingual Elementary,Menasha Joint,Elementary School,Public school,KG-05,KG,05,Regular,No,No,6,3430,0160,S34300160,550903000659,5509030,00659,"328 Sixth St  Menasha, WI 54952",328 Sixth St,Menasha,WI,54952,Winnebago,22,Suburb - Midsize,https://www.mjsd.k12.wi.us,53,18,6,Winnebago,44.20863687,-88.45114913,643742.2067,416212.4606
103,Banting Elementary,Waukesha,Elementary School,Public school,K4-05,K4,05,Regular,No,No,1,6174,0020,S61740020,551578002004,5515780,02004,"2019 Butler Dr  Waukesha, WI 53186-2634",2019 Butler Dr,Waukesha,WI,53186-2634,Waukesha,13,City - Small,https://www.waukesha.k12.wi.us,15,5,5,Waukesha,43.02888589,-88.20551425,666198.7255,285585.043500001
104,Baraboo Early Learning Cooperative,Baraboo,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,5,0280,0150,S02800150,550081002803,5500810,02803,"707 Center St  Baraboo, WI 53913-2000",707 Center St,Baraboo,WI,53913-2000,Sauk,32,Town - Distant,https://www.baraboo.k12.wi.us,40,14,2,Sauk,43.4723155,-89.74947964,540262.4053,333297.279100001
105,Baraboo Early Learning Cooperative RHS Renewal Head Start of Baraboo,Baraboo,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,5,0280,0160,S02800160,550081002802,5500810,02802,"707 Center St  Baraboo, WI 53913-2000",707 Center St,Baraboo,WI,53913-2000,Sauk,32,Town - Distant,https://www.baraboo.k12.wi.us,40,14,2,Sauk,43.4723155,-89.74947964,540262.4053,333297.279100001
106,Baraboo High,Baraboo,High School,Public school,09-12,09,12,Regular,No,No,5,0280,0040,S02800040,550081000103,5500810,00103,"1201 Draper St  Baraboo, WI 53913-1299",1201 Draper St,Baraboo,WI,53913-1299,Sauk,32,Town - Distant,https://www.baraboo.k12.wi.us,40,14,2,Sauk,43.47711355,-89.75585792,539744.9591,333828.6075
107,Barbee Elementary,Milwaukee,Elementary School,Public school,PK-07,K4,07,Regular,No,No,1,3619,0188,S36190188,550960001170,5509600,01170,"4456 N Teutonia Ave  Milwaukee, WI 53209-6225",4456 N Teutonia Ave,Milwaukee,WI,53209-6225,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,10,4,4,Milwaukee,43.09840801,-87.9422835,687455.6173,293797.9318
109,Barneveld Elementary,Barneveld,Elementary School,Public school,PK-05,K4,05,Regular,No,No,3,0287,0020,S02870020,550084000111,5500840,00111,"304 S Jones St  Barneveld, WI 53507",304 S Jones St,Barneveld,WI,53507,Iowa,42,Rural - Distant,https://www.barneveld.k12.wi.us,51,17,2,Iowa,43.01309392,-89.89537314,528526.1523,282274.166099999
110,Barneveld High,Barneveld,High School,Public school,09-12,09,12,Regular,No,No,3,0287,0040,S02870040,550084000112,5500840,00112,"304 S Jones St  Barneveld, WI 53507",304 S Jones St,Barneveld,WI,53507,Iowa,42,Rural - Distant,https://www.barneveld.k12.wi.us,51,17,2,Iowa,43.01309392,-89.89537314,528526.1523,282274.166099999
111,Barneveld Middle School,Barneveld,Middle School,Public school,06-08,06,08,Regular,No,No,3,0287,0200,S02870200,550084003158,5500840,03158,"304 S Jones St  Barneveld, WI 53507-0098",304 S Jones St,Barneveld,WI,53507-0098,Iowa,42,Rural - Distant,https://www.barneveld.k12.wi.us.com,51,17,2,Iowa,43.01309392,-89.89537314,528526.1523,282274.166099999
112,Barrie Elementary,Fort Atkinson,Elementary School,Public school,KG-05,KG,05,Regular,No,No,2,1883,0020,S18830020,550474000509,5504740,00509,"1000 Harriette St  Fort Atkinson, WI 53538-1510",1000 Harriette St,Fort Atkinson,WI,53538-1510,Jefferson,32,Town - Distant,https://www.fortschools.org,46,16,5,Jefferson,42.93273577,-88.84967076,613864.1186,273987.1149
113,Barron Area Montessori School,Barron Area,Elementary School,Public school,K4-06,K4,06,Regular,Yes,No,11,0308,0100,S03080100,550087002717,5500870,02717,"230 Lulu Avenue  Almena, WI 54805",230 Lulu Avenue,Almena,WI,54805,Barron,43,Rural - Remote,https://www.barronmontessori.org,67,23,7,Barron,45.41652014,-92.03370434,360878.998,551233.948899999
114,Barron High,Barron Area,High School,Public school,09-12,09,12,Regular,No,No,11,0308,0030,S03080030,550087000114,5500870,00114,"1050 E Woodland Ave  Barron, WI 54812-1762",1050 E Woodland Ave,Barron,WI,54812-1762,Barron,42,Rural - Distant,https://www.barron.k12.wi.us,67,23,7,Barron,45.39706332,-91.84312142,375740.9736,548712.9583
115,Barton Elementary,Milwaukee,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,3619,0081,S36190081,550960001126,5509600,01126,"5700 W Green Tree Rd  Milwaukee, WI 53223-5220",5700 W Green Tree Rd,Milwaukee,WI,53223-5220,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,11,4,4,Milwaukee,43.14175123,-87.98346046,683988.7228,298529.9827
116,Bay Harbor Elementary,Howard-Suamico,Elementary School,Public school,PK-04,K4,04,Regular,No,No,7,2604,0120,S26040120,550663002709,5506630,02709,"1590 Harbor Lights Rd  Suamico, WI 54173",1590 Harbor Lights Rd,Suamico,WI,54173,Brown,22,Suburb - Midsize,https://www.hssdschools.org,4,2,8,Brown,44.62139354,-88.04554837,675052.207,462751.361300001
117,Bay Lane Elementary,Muskego-Norway,Elementary School,Public school,PK-04,K4,04,Regular,No,No,1,3857,0220,S38570220,551017001336,5510170,01336,"S75W16399 Hilltop Dr  Muskego, WI 53150-8849",S75W16399 Hilltop Dr,Muskego,WI,53150-8849,Waukesha,21,Suburb - Large,https://www.muskegonorway.org,84,28,5,Waukesha,42.90802181,-88.11797706,673631.2671,272319.034299999
118,Bay Port High,Howard-Suamico,High School,Public school,09-12,09,12,Regular,No,No,7,2604,0020,S26040020,550663000716,5506630,00716,"2710 Lineville Rd  Green Bay, WI 54313-7151",2710 Lineville Rd,Green Bay,WI,54313-7151,Brown,22,Suburb - Midsize,https://www.hssd.k12.wi.us,4,2,8,Brown,44.59466304,-88.09067423,671541.7369,459697.301200001
119,Bay View,Green Bay Area Public,Combined Elementary/Secondary School,Public school,PK-12,K4,12,Alternative,No,No,7,2289,0040,S22890040,550582000612,5505820,00612,"325 N Roosevelt St  Green Bay, WI 54301-4731",325 N Roosevelt St,Green Bay,WI,54301-4731,Brown,12,City - Midsize,https://www.gbaps.org,90,30,8,Brown,44.5118812,-88.00006365,678958.7491,450674.2345
120,Bay View High,Milwaukee,High School,Public school,09-12,09,12,Regular,No,No,1,3619,0012,S36190012,550960001127,5509600,01127,"2751 S Lenox St  Milwaukee, WI 53207-2209",2751 S Lenox St,Milwaukee,WI,53207-2209,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,20,7,4,Milwaukee,42.99452571,-87.8987973,691283.5233,282349.140900001
121,Bay View Middle,Howard-Suamico,Middle School,Public school,07-08,07,08,Regular,No,No,7,2604,0030,S26040030,550663000717,5506630,00717,"1217 Cardinal Ln  Green Bay, WI 54313-7110",1217 Cardinal Ln,Green Bay,WI,54313-7110,Brown,22,Suburb - Midsize,https://www.hssdschools.org,4,2,8,Brown,44.57373297,-88.08597385,671969.3434,457381.127599999
122,Bay View Montessori School,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0112,S36190112,550960002911,5509600,02911,"357 E Howard Ave  Milwaukee, WI 53207-3923",357 E Howard Ave,Milwaukee,WI,53207-3923,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,21,7,4,Milwaukee,42.97349409,-87.90605634,690749.9934,279998.729900001
123,Bayfield Elementary,Bayfield,Elementary School,Public school,K4-05,K4,05,Regular,No,No,12,0315,0020,S03150020,550090000120,5500900,00120,"300 N 4th St  Bayfield, WI 54814",300 N 4th St,Bayfield,WI,54814,Bayfield,43,Rural - Remote,https://bayfield.k12.wi.us,73,25,7,Bayfield,46.81513524,-90.81908111,457514.5609,704946.768200001
124,Bayfield High,Bayfield,High School,Public school,09-12,09,12,Regular,No,No,12,0315,0040,S03150040,550090000121,5500900,00121,"300 N 4th St  Bayfield, WI 54814",300 N 4th St,Bayfield,WI,54814,Bayfield,43,Rural - Remote,https://bayfield.k12.wi.us,73,25,7,Bayfield,46.81513524,-90.81908111,457514.5609,704946.768200001
125,Bayfield Middle,Bayfield,Middle School,Public school,06-08,06,08,Regular,No,No,12,0315,0030,S03150030,550090000082,5500900,00082,"300 N 4th St  Bayfield, WI 54814",300 N 4th St,Bayfield,WI,54814,Bayfield,43,Rural - Remote,https://www.bayfield.k12.wi.us,73,25,7,Bayfield,46.81513524,-90.81908111,457514.5609,704946.768200001
126,Bayside Middle,Fox Point J2,Middle School,Public school,05-08,05,08,Regular,No,No,1,1890,0020,S18900020,550480000517,5504800,00517,"601 E Ellsworth Ln  Milwaukee, WI 53217-1827",601 E Ellsworth Ln,Milwaukee,WI,53217-1827,Milwaukee,21,Suburb - Large,https://www.foxbay.k12.wi.us,23,8,4,Milwaukee,43.18046896,-87.90097865,690588.6878,302994.638599999
127,BDUSD4Kids,Beaver Dam Unified,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,6,0336,0150,S03360150,550096003082,5500960,03082,"400 E Burnett St  Beaver Dam, WI 53916",400 E Burnett St,Beaver Dam,WI,53916,Dodge,32,Town - Distant,https://www.bdusd.org,37,13,6,Dodge,43.46577566,-88.82091053,615376.8933,333215.6655
128,Beaumont Elementary,Green Bay Area Public,Elementary School,Public school,K4-05,K4,05,Regular,No,No,7,2289,0060,S22890060,550582000613,5505820,00613,"1505 Gatewood St  Green Bay, WI 54304-3375",1505 Gatewood St,Green Bay,WI,54304-3375,Brown,12,City - Midsize,https://www.gbaps.org,89,30,8,Brown,44.50549963,-88.05117111,674913.5099,449867.204600001
129,Beaver Dam High,Beaver Dam Unified,High School,Public school,09-12,09,12,Regular,No,No,6,0336,0040,S03360040,550096000123,5500960,00123,"500 Gould St  Beaver Dam, WI 53916-1995",500 Gould St,Beaver Dam,WI,53916-1995,Dodge,32,Town - Distant,https://www.bdusd.org,37,13,6,Dodge,43.46181755,-88.81994102,615461.5466,332777.194
130,Beaver Dam Middle,Beaver Dam Unified,Middle School,Public school,06-08,06,08,Regular,No,No,6,0336,0020,S03360020,550096000122,5500960,00122,"108 Fourth St  Beaver Dam, WI 53916-2052",108 Fourth St,Beaver Dam,WI,53916-2052,Dodge,32,Town - Distant,https://www.bdusd.org,37,13,6,Dodge,43.46008542,-88.83777718,614021.3531,332564.5359
131,Belleville Elementary,Belleville,Elementary School,Public school,PK-06,K4,06,Regular,No,No,2,0350,0100,S03500100,550099001211,5500990,01211,"101 S Grant St  Belleville, WI 53508",101 S Grant St,Belleville,WI,53508,Dane,42,Rural - Distant,https://www.belleville.k12.wi.us,50,17,2,Dane,42.85879114,-89.54163791,557445.8095,265235.867900001
132,Belleville High,Belleville,High School,Public school,09-12,09,12,Regular,No,No,2,0350,0040,S03500040,550099000132,5500990,00132,"635 W Church St  Belleville, WI 53508",635 W Church St,Belleville,WI,53508,Dane,42,Rural - Distant,https://www.belleville.k12.wi.us,50,17,2,Dane,42.85777472,-89.54613666,557078.8919,265121.0096
133,Belleville Middle,Belleville,Middle School,Public school,07-08,07,08,Regular,No,No,2,0350,0060,S03500060,550099000133,5500990,00133,"625 W Church St  Belleville, WI 53508",625 W Church St,Belleville,WI,53508,Dane,42,Rural - Distant,https://www.belleville.k12.wi.us,50,17,2,Dane,42.85777472,-89.54613666,557078.8919,265121.0096
